,Method,ARI,Purity,F-Measure,Davies-Bouldin Index,Silhouette Coefficient,Calinski,Xie-Beni,Solving Time,Iterations
99,GS-FCM_k10_m1.5_eta0.1,0.1048401286389944,0.8252118644067796,0.33649415830179363,0.8255590718226845,0.3485391091749621,1650.452328756367,0.21068832523791386,1.7235949039459229,172
100,GS-FCM_k10_m1.5_eta0.5,0.1119840791585331,0.8373940677966102,0.3428766454660165,0.8127477209575755,0.3501805729143103,1654.2313186538054,0.2477171287417133,0.20134878158569336,19
101,GS-FCM_k10_m1.5_eta0.9,0.10461800980249022,0.8225635593220338,0.3356025593133465,0.8155819559189779,0.3486392222083699,1647.986156802779,0.24652047328549354,0.4182548522949219,39
102,GS-FCM_k10_m1.75_eta0.1,0.093033325984015,0.7939618644067796,0.32113412291067195,0.8568050380991007,0.3282857697722068,1689.7351641456105,0.16670331980245826,1.1121597290039062,97
103,GS-FCM_k10_m1.75_eta0.5,0.10883328074453692,0.8342161016949152,0.347275481248562,0.8180232695878347,0.3489161325213736,1650.0688028040972,0.18641478477862627,0.32648301124572754,33
104,GS-FCM_k10_m1.75_eta0.9,0.11223233961972191,0.8395127118644068,0.35435877534147187,0.8207570683801901,0.34788760954298775,1647.0015655812326,0.24129089813947868,0.39463329315185547,39
105,GS-FCM_k10_m2_eta0.1,0.09242451403553026,0.7944915254237288,0.31915109758630344,0.8580560073958802,0.32798690819777276,1688.916292042257,0.12119300357735946,2.246039867401123,222
106,GS-FCM_k10_m2_eta0.5,0.10973381407124258,0.840042372881356,0.34443842657491186,0.8210840043981401,0.34981689409015726,1650.9590534974316,0.15700344843950864,0.5293142795562744,52
107,GS-FCM_k10_m2_eta0.9,0.09360604235390392,0.795021186440678,0.32256834117932975,0.8590361528002368,0.32813611524949193,1690.1888173614936,0.2527299280087061,0.31781959533691406,33
108,GS-FCM_k11_m1.05_eta0.1,0.09785821804562132,0.840042372881356,0.3191989404615571,0.8077122660847997,0.34268011208171983,1680.35687951364,0.21274188723545417,0.2638864517211914,26
109,GS-FCM_k11_m1.05_eta0.5,0.09370768188587067,0.8082627118644068,0.30994820094800346,0.7754427941980744,0.35174842952119023,1727.8195226568666,0.2146568502313397,0.7992839813232422,80
110,GS-FCM_k11_m1.05_eta0.9,0.09507232467253376,0.826271186440678,0.31819138856721757,0.7748071960130005,0.3522921731860009,1729.8877415477282,0.20735035454496797,0.34713220596313477,34
111,GS-FCM_k11_m1.5_eta0.1,0.09513853633625799,0.8294491525423728,0.3093737618313889,0.7772734068170339,0.35287514806772396,1730.911472769822,0.17797816712354192,1.3489727973937988,87
112,GS-FCM_k11_m1.5_eta0.5,0.09931827736014602,0.8278601694915254,0.32312976749463246,0.7734902584861064,0.3518889940484018,1728.2931108106468,0.19989957259983976,0.42366576194763184,38
113,GS-FCM_k11_m1.5_eta0.9,0.09699763743394546,0.8342161016949152,0.31320748944502236,0.7763098579503058,0.35190004058593577,1727.2738374055084,0.20804120501428436,0.4048020839691162,41
114,GS-FCM_k11_m1.75_eta0.1,0.09843743768337285,0.8421610169491526,0.31516455235520435,0.7818408107146159,0.3527655977079312,1729.6406134049578,0.1420119050624369,1.541266918182373,135
115,GS-FCM_k11_m1.75_eta0.5,0.09665045745017187,0.8358050847457628,0.3168074743412291,0.7762689767612769,0.3523858007044183,1730.2894334204705,0.16788269071491693,0.3717920780181885,33
116,GS-FCM_k11_m1.75_eta0.9,0.10118280812085817,0.8495762711864406,0.317783724346474,0.7772786358768454,0.35140436731226193,1725.6780316574218,0.20828033511034869,0.4890470504760742,49
117,GS-FCM_k11_m2_eta0.1,0.09441515685085665,0.8278601694915254,0.3085621454221406,0.783600511564135,0.3522654180074761,1727.9079360336727,0.1036761371439806,1.3590657711029053,135
118,GS-FCM_k11_m2_eta0.5,0.0965324495050026,0.8379237288135594,0.31486661678209726,0.77773926893261,0.35302682718917705,1729.4699604871166,0.13529370825422554,0.44603538513183594,43
119,GS-FCM_k11_m2_eta0.9,0.09593725770973102,0.8384533898305084,0.31908405219125235,0.7789663303716927,0.3515933640947108,1725.513978457097,0.20680477750666984,0.397932767868042,41
