,Method,ARI,Purity,F-Measure,Davies-Bouldin Index,Silhouette Coefficient,Calinski,Solving Time,Iterations
0,gmeans_k2_distance-euclidean_kfound2,0.13544146766841705,0.684322033898305,0.684322033898305,1.2368547573893576,0.3329032979609677,1026.925806566298,0.015598297119140625,
1,gmeans_k2_distance-manhattan_kfound2,0.25815427616171693,0.7542372881355932,0.7542372881355932,1.2368547573893611,0.3329032979609414,1026.9258065662927,0.0021245479583740234,
2,gmeans_k2_distance-cosine_kfound2,0.026798121172734814,0.5826271186440678,0.5826271186440678,1.2207096031850344,0.3391347184092936,1050.4827586183612,0.005963325500488281,
3,gmeans_k3_distance-euclidean_kfound3,0.2452524695696697,0.7478813559322034,0.6675207710202725,0.8879382739546248,0.36147222036299603,1382.7502787941685,0.0,
4,gmeans_k3_distance-manhattan_kfound3,0.19362056609219144,0.753177966101695,0.6273907555135169,0.9039357390389471,0.35628997865882445,1354.9990434235513,0.018124103546142578,
5,gmeans_k3_distance-cosine_kfound3,0.040600514040356736,0.6154661016949152,0.5687362680477086,1.5363236429684557,0.23455893641068223,700.7172138994463,0.016618728637695312,
6,gmeans_k4_distance-euclidean_kfound4,0.1986063755949724,0.7542372881355932,0.578575097219165,0.8521019920222388,0.3422385889466793,1502.274632550937,0.01641845703125,
7,gmeans_k4_distance-manhattan_kfound4,0.19731261696905789,0.7542372881355932,0.578575097219165,0.85210199202224,0.34223858894667936,1502.2746325509356,0.016578197479248047,
8,gmeans_k4_distance-cosine_kfound4,0.04247283305976662,0.6244703389830508,0.4403184597771758,1.717998093324535,0.20695923440273492,658.3640038420012,0.03296947479248047,
9,gmeans_k5_distance-euclidean_kfound5,0.20454763668856424,0.7701271186440678,0.5715995396164448,0.9426756575392945,0.2909062732066281,1210.7710868900895,0.05031180381774902,
10,gmeans_k5_distance-manhattan_kfound5,0.17934958736980428,0.8252118644067796,0.515666372462489,0.8959634341710127,0.29703436125928817,1266.4421507053426,0.01688528060913086,
11,gmeans_k5_distance-cosine_kfound5,0.03379359124064089,0.6106991525423728,0.47667474836200024,2.3874919393917953,0.15361149523585815,463.20378169612906,0.04999494552612305,
12,gmeans_k6_distance-euclidean_kfound7,0.1429869588387066,0.816207627118644,0.4458341661336745,0.9764964903985919,0.2935293902988117,1457.6179070908786,0.03457784652709961,
13,gmeans_k6_distance-manhattan_kfound7,0.15150821586816,0.8411016949152542,0.43391414541422463,0.9661781051733133,0.28845571158004374,1428.0333276546196,0.030688047409057617,
14,gmeans_k6_distance-cosine_kfound7,0.03032345795795716,0.6128177966101694,0.3593800151165319,3.1000754525815033,0.09708653270166251,366.77842533907204,0.0468752384185791,
15,gmeans_k7_distance-euclidean_kfound7,0.14184468508345824,0.8146186440677966,0.44391706620913046,0.9782440059508671,0.2933436591109249,1458.1066676282917,0.021463632583618164,
16,gmeans_k7_distance-manhattan_kfound7,0.15718962284677235,0.8336864406779662,0.42942716661336744,1.0268239822633258,0.28609434388972743,1408.677600801304,0.03125166893005371,
17,gmeans_k7_distance-cosine_kfound7,0.034168711892773554,0.642478813559322,0.3792902234609362,3.102013338696606,0.0972380177121672,366.9614637193818,0.038881778717041016,
18,gmeans_k8_distance-euclidean_kfound8,0.13144518425306942,0.809322033898305,0.39666376364976214,1.0133654541522545,0.2903392934986427,1433.2213217674635,0.031219005584716797,
19,gmeans_k8_distance-manhattan_kfound8,0.12684948600105514,0.8411016949152542,0.3841766730905437,1.060242426427235,0.27025240834862124,1375.0920612037205,0.021385908126831055,
20,gmeans_k8_distance-cosine_kfound8,0.03396418925361183,0.6461864406779662,0.29698467728128747,2.9981214399545797,0.07406564634636939,340.34144452908174,0.0469052791595459,
21,gmeans_k9_distance-euclidean_kfound9,0.12103438280672646,0.8172669491525424,0.42140941293483675,0.9360275612612394,0.2736947244979508,1174.3421148172615,0.04690384864807129,
22,gmeans_k9_distance-manhattan_kfound9,0.10571143565122552,0.7902542372881356,0.44077012558265266,1.1319221710379632,0.2330602633887865,964.7460715129398,0.0917513370513916,
23,gmeans_k9_distance-cosine_kfound9,0.02330761540531135,0.6324152542372882,0.5470512180189471,5.179208080638372,0.07232900098573487,212.36145474170448,0.04690957069396973,
24,gmeans_k10_distance-euclidean_kfound11,0.11762657844418202,0.8289194915254238,0.3765955220757481,0.8792274633190448,0.29231586396608245,1314.5468920195424,0.06250500679016113,
25,gmeans_k10_distance-manhattan_kfound11,0.10316760296096501,0.8125,0.3679399899142713,1.0732927559223702,0.2528633185325253,1152.821215750737,0.046825408935546875,
26,gmeans_k10_distance-cosine_kfound11,0.031952419580097396,0.6615466101694916,0.3510088484546361,4.586141159185734,0.010262047790428858,234.07197369878043,0.06253862380981445,
27,gmeans_k11_distance-euclidean_kfound11,0.11762657844418202,0.8289194915254238,0.3765955220757481,0.8792274633190448,0.29231586396608245,1314.5468920195424,0.062499046325683594,
28,gmeans_k11_distance-manhattan_kfound11,0.0872562849514939,0.8252118644067796,0.4130030505211987,0.8696599050927811,0.2794985150125963,1235.2168469465498,0.07054376602172852,
29,gmeans_k11_distance-cosine_kfound11,0.031952419580097396,0.6615466101694916,0.3510088484546361,4.586141159185734,0.010262047790428858,234.07197369878043,0.0660700798034668,
30,gmeans_k12_distance-euclidean_kfound13,0.09850344606268625,0.847457627118644,0.33558472452317234,1.0425193603699685,0.2784276671691458,1383.868222974265,0.0625004768371582,
31,gmeans_k12_distance-manhattan_kfound13,0.09814343703909924,0.8252118644067796,0.3391742798122715,0.8937282803627432,0.2873044578782926,1367.937265453,0.062499284744262695,
