,Method,ARI,Purity,F-Measure,Davies-Bouldin Index,Silhouette Coefficient,Calinski,Solving Time,Iterations
0,GlobalKmeans_k2_distance-euclidean_kfound2,-0.0002834779914774367,0.09090909090909091,0.16568047337278108,1.3317909591674437,0.08743819419939894,67.02677340573098,3.931889533996582,
1,GlobalKmeans_k2_distance-manhattan_kfound2,-0.0005259523371259725,0.10404040404040404,0.17411516111991548,1.9887029449205345,0.20025266748508358,247.16642527953653,3.9560086727142334,
2,GlobalKmeans_k2_distance-cosine_kfound2,-0.0002834779914774367,0.09090909090909091,0.16568047337278108,1.4038049393292473,0.09856791445696289,67.9879630777725,3.920912981033325,
3,GlobalKmeans_k3_distance-euclidean_kfound3,-0.0006194379632879768,0.09090909090909091,0.16455696202531647,1.3403191670107395,0.1294510499223401,74.2016663678059,4.692960739135742,
4,GlobalKmeans_k3_distance-manhattan_kfound3,0.00028530756637294756,0.10707070707070707,0.17540593649808667,3.1812561091715614,0.12976287462856267,152.22841029019847,4.7369537353515625,
5,GlobalKmeans_k3_distance-cosine_kfound3,-0.0006194379632879768,0.09090909090909091,0.16455696202531647,1.3403191670107393,0.1294510499223401,74.2016663678059,4.47275972366333,
6,GlobalKmeans_k4_distance-euclidean_kfound4,-0.0010199998430769472,0.09090909090909091,0.163265306122449,1.300051872360394,0.17257331323140165,80.66839504634378,5.020995616912842,
7,GlobalKmeans_k4_distance-manhattan_kfound4,0.00784047487020978,0.12626262626262627,0.19791338995491248,2.660405669870215,0.0859651447208104,118.62283012369281,5.110954284667969,
8,GlobalKmeans_k4_distance-cosine_kfound4,-0.0010199998430769472,0.09090909090909091,0.163265306122449,1.3299941030986853,0.1696291945724967,80.1326454868924,5.146421670913696,
9,GlobalKmeans_k5_distance-euclidean_kfound5,-0.001500206278363275,0.09090909090909091,0.16176470588235295,1.264692862262346,0.21690269309738358,88.51099209155075,5.6888813972473145,
10,GlobalKmeans_k5_distance-manhattan_kfound5,0.011840657451299568,0.14444444444444443,0.21035065483734683,2.8654280345572696,0.06184463558422719,102.55247433278389,5.970710754394531,
11,GlobalKmeans_k5_distance-cosine_kfound5,-0.001500206278363275,0.09090909090909091,0.16176470588235295,1.2724746877637203,0.21894806666923614,89.30559795389088,5.975470304489136,
12,GlobalKmeans_k6_distance-euclidean_kfound6,-0.002078407939518329,0.09090909090909091,0.16,1.213317436080273,0.26706446130237266,100.57022684024871,6.171158790588379,
13,GlobalKmeans_k6_distance-manhattan_kfound5,0.0057235909700546475,0.13131313131313133,0.19164619164619165,2.797535171284995,0.11072289192059419,115.86682710977911,6.340794324874878,
14,GlobalKmeans_k6_distance-cosine_kfound6,-0.002078407939518329,0.09090909090909091,0.16,1.2211431942896567,0.2637861313956752,100.10064781823942,7.124314546585083,
15,GlobalKmeans_k7_distance-euclidean_kfound7,-0.003497235573328057,0.09090909090909091,0.1553398058252427,1.2201756484224835,0.33828538770479244,137.93853399549295,10.459825038909912,
16,GlobalKmeans_k7_distance-manhattan_kfound6,0.006429219713989808,0.13737373737373737,0.1980212805674818,2.3896155518048867,0.14142420517840917,108.27490971663445,10.157712936401367,
17,GlobalKmeans_k7_distance-cosine_kfound7,-0.003497235573328057,0.09090909090909091,0.1553398058252427,1.2103872594695797,0.33592616256743774,137.88183302698283,10.301242589950562,
18,GlobalKmeans_k8_distance-euclidean_kfound8,-0.004460183458630455,0.09090909090909091,0.15217391304347827,1.2379626075958177,0.3115641139104378,143.59099476274042,11.335737466812134,
19,GlobalKmeans_k8_distance-manhattan_kfound7,0.014355987047428275,0.15353535353535352,0.19432977114136532,2.4685822090323546,0.1572629423348327,101.8144826370454,11.350014448165894,
20,GlobalKmeans_k8_distance-cosine_kfound8,-0.004460183458630455,0.09090909090909091,0.15217391304347827,1.2292324473216625,0.31037989942051497,143.53239804712396,10.290788412094116,
21,GlobalKmeans_k9_distance-euclidean_kfound9,-0.005585961036352682,0.09090909090909091,0.14814814814814814,1.244481496389686,0.34363778322932603,151.84372082816606,10.818913221359253,
22,GlobalKmeans_k9_distance-manhattan_kfound8,0.0400874420234815,0.1797979797979798,0.21953451362641732,2.307090131307781,0.16407814525955053,96.87601156423547,11.492604494094849,
23,GlobalKmeans_k9_distance-cosine_kfound9,-0.005585961036352682,0.09090909090909091,0.14814814814814814,1.2370953993485998,0.3424535687394032,151.78105592362311,11.122052907943726,
24,GlobalKmeans_k10_distance-euclidean_kfound10,-0.006860037000412332,0.09090909090909091,0.14285714285714288,1.238692929426121,0.381451997687722,163.86633149984607,11.311034679412842,
25,GlobalKmeans_k10_distance-manhattan_kfound10,0.03668158475758823,0.18383838383838383,0.21797392267190924,2.1993282522794724,0.17368968834540172,89.31066840507977,12.233753442764282,
26,GlobalKmeans_k10_distance-cosine_kfound10,-0.006860037000412332,0.09090909090909091,0.14285714285714288,1.235531650171955,0.3749217528796839,162.271254823277,11.588393688201904,
27,GlobalKmeans_k11_distance-euclidean_kfound11,-0.008222614707572776,0.09090909090909091,0.13559322033898305,1.2144487592726487,0.4179934351117115,180.43487415406835,12.52002501487732,
28,GlobalKmeans_k11_distance-manhattan_kfound11,0.023751681019747617,0.18282828282828284,0.1997822839928103,2.030128163750941,0.21507238754874872,94.19961230969905,12.794496774673462,
29,GlobalKmeans_k11_distance-cosine_kfound11,-0.008222614707572776,0.09090909090909091,0.13559322033898305,1.2225682383208663,0.4144192482402581,176.98447878506562,12.531790494918823,
