,k,distance,ARI,Purity,F-Measure,Davies-Bouldin Index,Silhouette Coefficient,model,dataset
0,2,euclidean,0.0027403241657378984,0.9610079575596817,0.6928078550174298,2.006680340630066,0.20899016055192293,kmeans,sick
1,2,euclidean,-0.0069225280937863145,0.9610079575596817,0.9282291789302021,1.2981983002774038,0.3355709723615699,kmeans,sick
2,2,euclidean,-0.031010400496189416,0.9610079575596817,0.926524326773766,1.7570199738527779,0.14906429165381113,kmeans,sick
3,2,euclidean,0.002142976535285337,0.9610079575596817,0.6809780144817847,1.9705348200164818,0.21054334718967205,kmeans,sick
4,2,euclidean,0.008873060988330638,0.9610079575596817,0.7322903623297764,1.8566846372925787,0.2277376858988799,kmeans,sick
5,2,euclidean,0.008873060988330638,0.9610079575596817,0.7322903623297764,1.8566846372925787,0.2277376858988799,kmeans,sick
6,2,euclidean,0.008873060988330638,0.9610079575596817,0.7322903623297764,1.8566846372925787,0.2277376858988799,kmeans,sick
7,2,euclidean,-0.00628606010152702,0.9610079575596817,0.8108840082297106,2.388204376632108,0.20784734488601203,kmeans,sick
8,2,euclidean,-0.004228873498434079,0.9610079575596817,0.741967845219778,2.570572870104858,0.1694811747694332,kmeans,sick
9,2,euclidean,-0.0069225280937863145,0.9610079575596817,0.9282291789302021,1.2981983002774038,0.3355709723615699,kmeans,sick
10,2,euclidean,-0.0069225280937863145,0.9610079575596817,0.9282291789302021,1.2981983002774038,0.3355709723615699,kmeans,sick
11,2,euclidean,0.0008986801103891176,0.9610079575596817,0.7974255306753302,1.7576021148469685,0.23952927746159122,kmeans,sick
12,2,euclidean,0.008873060988330638,0.9610079575596817,0.7322903623297764,1.8566846372925787,0.2277376858988799,kmeans,sick
13,2,euclidean,-0.0069225280937863145,0.9610079575596817,0.9282291789302021,1.2981983002774038,0.3355709723615699,kmeans,sick
14,2,euclidean,-0.005622196502964341,0.9610079575596817,0.8590539764111581,2.210712437698049,0.21621978738640119,kmeans,sick
15,2,euclidean,0.008873060988330638,0.9610079575596817,0.7322903623297764,1.8566846372925787,0.2277376858988799,kmeans,sick
16,2,euclidean,0.008873060988330638,0.9610079575596817,0.7322903623297764,1.8566846372925787,0.2277376858988799,kmeans,sick
17,2,euclidean,0.0008986801103891176,0.9610079575596817,0.7974255306753302,1.7576021148469685,0.23952927746159122,kmeans,sick
18,2,euclidean,0.0008986801103891176,0.9610079575596817,0.7974255306753302,1.7576021148469685,0.23952927746159122,kmeans,sick
19,2,euclidean,0.008873060988330638,0.9610079575596817,0.7322903623297764,1.8566846372925787,0.2277376858988799,kmeans,sick
20,2,manhattan,0.0017563106299826226,0.9610079575596817,0.6780960043516868,1.972283148490115,0.21050467706566411,kmeans,sick
21,2,manhattan,0.000270170346476731,0.9610079575596817,0.7845667709708084,1.7968622452092164,0.23803409819760757,kmeans,sick
22,2,manhattan,0.02407154535994848,0.9610079575596817,0.949329274460409,2.61126853280713,0.12139998330527164,kmeans,sick
23,2,manhattan,0.00918517821073746,0.9610079575596817,0.7322903623297764,1.85737440175029,0.22778068346435273,kmeans,sick
24,2,manhattan,0.0017563106299826226,0.9610079575596817,0.6780960043516868,1.972283148490115,0.21050467706566411,kmeans,sick
25,2,manhattan,0.00918517821073746,0.9610079575596817,0.7322903623297764,1.85737440175029,0.22778068346435273,kmeans,sick
26,2,manhattan,0.0010350389112406455,0.9610079575596817,0.7937813622228218,1.7695885925357437,0.23849678490505574,kmeans,sick
27,2,manhattan,0.0010350389112406455,0.9610079575596817,0.7937813622228218,1.7695885925357437,0.23849678490505574,kmeans,sick
