,Method,ARI,Purity,F-Measure,Davies-Bouldin Index,Silhouette Coefficient,Calinski,Xie-Beni,Solving Time,Iterations
34,GS-FCM_k4_m2_eta0.5,0.002992212527804898,0.9610079575596817,0.5989181266949946,1.3863886825747176,0.29749747687262856,984.4830862934184,0.42058238295145456,0.24773597717285156,13
35,GS-FCM_k4_m2_eta0.9,0.0034076465476496395,0.9610079575596817,0.6179965030449339,1.3504218112312532,0.29652151702392693,992.1906705081794,0.5894890506308242,0.1720874309539795,10
36,GS-FCM_k5_m1.05_eta0.1,0.0031186720921655207,0.9610079575596817,0.5455653002789891,1.349536418994528,0.31302849523671966,944.3950914367031,0.537253709331823,0.21271038055419922,10
37,GS-FCM_k5_m1.05_eta0.5,0.0026078635948016972,0.9610079575596817,0.5667290991447714,1.2630456338453684,0.31465858164881616,949.8646582502081,0.5362956197700923,0.09688067436218262,4
38,GS-FCM_k5_m1.05_eta0.9,-0.0012359878198140882,0.9610079575596817,0.5698870490072365,1.2612908797286546,0.3229191604735965,934.4218093627659,0.5551845122506585,0.23868775367736816,11
39,GS-FCM_k5_m1.5_eta0.1,-0.0016157649964123593,0.9610079575596817,0.5523338418547188,1.2910759162659204,0.3195739553478623,947.1845902311059,0.5198036289173121,0.6987237930297852,33
40,GS-FCM_k5_m1.5_eta0.5,0.0024686271064510617,0.9610079575596817,0.5417456157184806,1.2785509196305918,0.3178472110493479,954.8442050345568,0.5402519641388834,0.18207502365112305,9
41,GS-FCM_k5_m1.5_eta0.9,0.002225264977409582,0.9610079575596817,0.5417456157184806,1.2701040674985853,0.31881182214038983,955.5607901466834,0.5858824296348566,0.08987832069396973,4
42,GS-FCM_k5_m1.75_eta0.1,0.004272756207230568,0.9610079575596817,0.5234492028322668,1.3208591258709834,0.31203843744155485,966.8030684141428,0.4452539670335363,0.6556961536407471,34
43,GS-FCM_k5_m1.75_eta0.5,-0.0017695331964470182,0.9610079575596817,0.5520643785312356,1.2922069996726473,0.3199573149861934,948.0381974722819,0.47003509648138886,0.3586740493774414,19
44,GS-FCM_k5_m1.75_eta0.9,-0.0024168885685061582,0.9610079575596817,0.5309924112285417,1.3607469482294021,0.3172759515097252,941.7610938338429,0.5936956916712502,0.25894618034362793,13
45,GS-FCM_k5_m2_eta0.1,0.0028397755660858983,0.9610079575596817,0.5234492028322668,1.3744182154053153,0.3211012175103512,978.0473733607961,0.3197360289584563,0.743145227432251,37
46,GS-FCM_k5_m2_eta0.5,0.002153400797199853,0.9610079575596817,0.5455653002789891,1.2748622854702114,0.3170304423828939,953.9605164887112,0.3307893805896983,1.341308832168579,69
47,GS-FCM_k5_m2_eta0.9,0.002625903008179426,0.9610079575596817,0.541471969743183,1.1899315343187804,0.30401539692031365,914.0596038134543,0.5684455338338406,0.28246235847473145,12
48,GS-FCM_k6_m1.05_eta0.1,0.002164849094297617,0.9610079575596817,0.5220433255581544,1.2447618006445424,0.3454445188981779,914.7733913353599,0.5669575271136107,0.23004412651062012,10
49,GS-FCM_k6_m1.05_eta0.5,0.005904586764730219,0.9610079575596817,0.5951364066442388,1.2979115904351843,0.31925267314778016,860.153497092481,0.6081186438774857,0.22598671913146973,9
50,GS-FCM_k6_m1.05_eta0.9,0.0029055268488157944,0.9610079575596817,0.541471969743183,1.204178013215476,0.3119065394756654,823.5972803942344,0.5556923382509074,0.1439363956451416,6
51,GS-FCM_k6_m1.5_eta0.1,0.00317177248718767,0.9610079575596817,0.525972679257805,1.1971643200640452,0.3522278006863011,957.5805710204858,0.4386659694619062,0.8752176761627197,39
52,GS-FCM_k6_m1.5_eta0.5,0.0047067438628813265,0.9610079575596817,0.5480096679849014,1.1907447704831498,0.35185939640773806,952.3859147581303,0.4856450088993559,0.2268664836883545,10
53,GS-FCM_k6_m1.5_eta0.9,0.008038162781400801,0.9610079575596817,0.5844316545589613,1.4438610034691948,0.3153482318839146,659.38599334128,0.707616153457877,0.22408175468444824,9
54,GS-FCM_k6_m1.75_eta0.1,0.005303866913244997,0.9610079575596817,0.5175254632279851,1.2653165984725172,0.3497306101383621,944.9081695148946,0.409961654959972,0.7502777576446533,34
55,GS-FCM_k6_m1.75_eta0.5,0.004964120758292631,0.9610079575596817,0.5175254632279851,1.3771675645944537,0.35093528058409634,933.2061767784619,0.4492250628013999,0.3306262493133545,14
56,GS-FCM_k6_m1.75_eta0.9,0.0029779537376495467,0.9610079575596817,0.5220433255581544,1.3125974502848023,0.32842114030678693,868.3891783228127,0.6102106206922286,0.16379427909851074,7
57,GS-FCM_k6_m2_eta0.1,0.0005516703490450481,0.9610079575596817,0.4055821911477925,1.3873700914549014,0.2974371990857944,879.6131364617542,0.6842467943123332,0.6556968688964844,30
58,GS-FCM_k6_m2_eta0.5,0.0029864296499506632,0.9610079575596817,0.5220433255581544,1.321211454245983,0.32658882226210406,858.6182824162744,0.31854199758881085,0.38632965087890625,17
59,GS-FCM_k6_m2_eta0.9,0.005803284045160572,0.9610079575596817,0.5387295304396944,1.2826673017854295,0.3201345788654933,811.6901303385326,0.5466948378141205,0.1373758316040039,6
60,GS-FCM_k7_m1.05_eta0.1,0.003131274430850473,0.9610079575596817,0.5217618108608768,1.2017057525668229,0.36348686563393307,905.2922523217936,0.49166061541798656,0.2930612564086914,11
61,GS-FCM_k7_m1.05_eta0.5,0.0020003572192291525,0.9610079575596817,0.5237300395214811,1.2622866520510942,0.34277043596801304,773.1314067041671,0.5359573559361573,0.13936352729797363,5
62,GS-FCM_k7_m1.05_eta0.9,0.002986015087144547,0.9610079575596817,0.52316825331192,1.3750693573545891,0.34104799365491184,737.5210244391002,0.5485924459825081,0.1610400676727295,6
63,GS-FCM_k7_m1.5_eta0.1,0.0013786718496322555,0.9610079575596817,0.43885006624237644,1.2298673966690257,0.34099851192750535,922.8440245448564,0.8150182190454568,0.8447310924530029,35
64,GS-FCM_k7_m1.5_eta0.5,0.004836085743494209,0.9610079575596817,0.5175254632279851,1.3580069132684132,0.3606638431284128,882.8038829648889,0.5209609756824505,0.22813630104064941,9
