,Method,ARI,Purity,F-Measure,Davies-Bouldin Index,Silhouette Coefficient,Calinski,Solving Time,Iterations
0,spectral_k_2_affinity_rbf_assign_labels_kmeans_eigen_solver_arpack,-0.0018269338992478578,0.09090909090909091,0.1553398058252427,1.8356240878123793,0.22627749895682492,290.48598116985374,0.20671319961547852,
1,spectral_k_2_affinity_rbf_assign_labels_kmeans_eigen_solver_lobpcg,-0.0018269338992478578,0.09090909090909091,0.1553398058252427,1.8356240878123793,0.22627749895682492,290.48598116985374,0.1097862720489502,
2,spectral_k_2_affinity_rbf_assign_labels_discretize_eigen_solver_arpack,-0.0018269338992478578,0.09090909090909091,0.1553398058252427,1.8356240878123793,0.22627749895682492,290.48598116985374,0.3391861915588379,
3,spectral_k_2_affinity_rbf_assign_labels_discretize_eigen_solver_lobpcg,-0.0018269338992478578,0.09090909090909091,0.1553398058252427,1.8356240878123793,0.22627749895682492,290.48598116985374,0.21978759765625,
4,spectral_k_2_affinity_nearest_neighbors_n_neighbors_25_assign_labels_kmeans_eigen_solver_arpack,-0.0017118646485684533,0.09090909090909091,0.15789473684210525,3.8799901286595535,0.08111666206445914,62.29206109134898,0.04782986640930176,
5,spectral_k_2_affinity_nearest_neighbors_n_neighbors_50_assign_labels_kmeans_eigen_solver_arpack,-0.0002834779914774367,0.09090909090909091,0.16568047337278108,1.4367481407500373,0.07509753797680181,61.167982471465244,0.03962969779968262,
6,spectral_k_2_affinity_nearest_neighbors_n_neighbors_100_assign_labels_kmeans_eigen_solver_arpack,-0.0018269338992478578,0.09090909090909091,0.1553398058252427,1.8356240878123793,0.22627749895682492,290.48598116985374,0.1689901351928711,
7,spectral_k_2_affinity_nearest_neighbors_n_neighbors_200_assign_labels_kmeans_eigen_solver_arpack,-0.0018269338992478578,0.09090909090909091,0.1553398058252427,1.8356240878123793,0.22627749895682492,290.48598116985374,0.20501923561096191,
8,spectral_k_2_affinity_nearest_neighbors_n_neighbors_25_assign_labels_kmeans_eigen_solver_lobpcg,-0.001500206278363275,0.09090909090909091,0.16,3.8773304775459216,0.07707710880762286,57.337965294091504,0.045047760009765625,
9,spectral_k_2_affinity_nearest_neighbors_n_neighbors_50_assign_labels_kmeans_eigen_solver_lobpcg,-0.0018269338992478578,0.09090909090909091,0.1553398058252427,3.783133520037277,0.08492057965317937,68.02994727697603,0.025130748748779297,
10,spectral_k_2_affinity_nearest_neighbors_n_neighbors_100_assign_labels_kmeans_eigen_solver_lobpcg,-0.0018269338992478578,0.09090909090909091,0.1553398058252427,1.8356240878123793,0.22627749895682492,290.48598116985374,0.23557710647583008,
11,spectral_k_2_affinity_nearest_neighbors_n_neighbors_200_assign_labels_kmeans_eigen_solver_lobpcg,-0.0018269338992478578,0.09090909090909091,0.1553398058252427,1.8356240878123793,0.22627749895682492,290.48598116985374,0.13092589378356934,
12,spectral_k_2_affinity_nearest_neighbors_n_neighbors_25_assign_labels_discretize_eigen_solver_arpack,-0.0018269338992478578,0.09090909090909091,0.1553398058252427,2.7937662664680785,0.12627881684231987,123.976252898024,0.039999961853027344,
13,spectral_k_2_affinity_nearest_neighbors_n_neighbors_50_assign_labels_discretize_eigen_solver_arpack,-0.0017118646485684533,0.09090909090909091,0.15789473684210525,4.46514348560479,0.06978255938106048,47.25020646333755,0.02999711036682129,
14,spectral_k_2_affinity_nearest_neighbors_n_neighbors_100_assign_labels_discretize_eigen_solver_arpack,-0.0018269338992478578,0.09090909090909091,0.1553398058252427,1.8356240878123793,0.22627749895682492,290.48598116985374,0.1577751636505127,
15,spectral_k_2_affinity_nearest_neighbors_n_neighbors_200_assign_labels_discretize_eigen_solver_arpack,-0.0018269338992478578,0.09090909090909091,0.1553398058252427,1.8356240878123793,0.22627749895682492,290.48598116985374,0.18834686279296875,
16,spectral_k_2_affinity_nearest_neighbors_n_neighbors_25_assign_labels_discretize_eigen_solver_lobpcg,-0.001500206278363275,0.09090909090909091,0.16,3.2849431584810076,0.093616144360126,79.17522155026732,0.031758785247802734,
17,spectral_k_2_affinity_nearest_neighbors_n_neighbors_50_assign_labels_discretize_eigen_solver_lobpcg,-0.001500206278363275,0.09090909090909091,0.16,3.9053498581018955,0.07816655244708635,56.67796953132205,0.015622615814208984,
18,spectral_k_2_affinity_nearest_neighbors_n_neighbors_100_assign_labels_discretize_eigen_solver_lobpcg,-0.0018269338992478578,0.09090909090909091,0.1553398058252427,1.8356240878123793,0.22627749895682492,290.48598116985374,0.1568610668182373,
19,spectral_k_2_affinity_nearest_neighbors_n_neighbors_200_assign_labels_discretize_eigen_solver_lobpcg,-0.0018269338992478578,0.09090909090909091,0.1553398058252427,1.8356240878123793,0.22627749895682492,290.48598116985374,0.15709233283996582,
20,spectral_k_3_affinity_rbf_assign_labels_kmeans_eigen_solver_arpack,-0.0022161734191445213,0.09090909090909091,0.1553398058252427,1.6614535570813576,0.19449537949213422,186.42667532381355,0.18833684921264648,
21,spectral_k_3_affinity_rbf_assign_labels_kmeans_eigen_solver_lobpcg,-0.0022161734191445213,0.09090909090909091,0.1553398058252427,1.6614535570813576,0.19449537949213422,186.42667532381355,0.09455084800720215,
22,spectral_k_3_affinity_rbf_assign_labels_discretize_eigen_solver_arpack,-0.0022161734191445213,0.09090909090909091,0.1553398058252427,1.6614535570813576,0.19449537949213422,186.42667532381355,0.1643073558807373,
23,spectral_k_3_affinity_rbf_assign_labels_discretize_eigen_solver_lobpcg,-0.0022161734191445213,0.09090909090909091,0.1553398058252427,1.6614535570813576,0.19449537949213422,186.42667532381355,0.12081098556518555,
